"tz_id","druh_mista","mestska_cast","adresa","mista","zabor","lode","prodejni_doba","doba_provozu","druh_zbozi","vice_zaznamu","ulice","cislo_domu","cislo_parcely","ku","cislo_ku","tags"
55100,"TRŽNÍ MÍSTA","Praha - Dubeč","K vilkám, parc. č. 101, k.ú. Dubeč","1","23",0,"","celoročně","ovoce, zelenina, občerstvení (stravovací služby), balené potraviny, cukrovinky, upomínkové předměty",0,"K vilkám","","101","Dubeč","633330","Ovoce, Zelenina;Upomínkové předměty;Občerstvení"
55200,"TRŽNÍ MÍSTA","Praha - Dubeč","Městská, plocha u ulice Městská, u retenční nádrže, k.ú. Dubeč","1","6",0,"","příležitostně","občerstvení (stravovací služby)",0,"Městská","","","Dubeč","633330","Občerstvení"
55300,"TRŽNÍ MÍSTA","Praha - Dubeč","Městská, Starodubečská a Za pavilónem -  veřejné prostranství mezi těmito ulicemi","15","200",0,"","příležitostně","ovoce, zelenina, občerstvení (stravovací služby), balené potraviny, upomínkové předměty, cukrovinky, textil, obuv",0,"Městská;Za pavilónem;Starodubečská","","","","","Ovoce, Zelenina;Upomínkové předměty;Občerstvení;Textil"
55400,"TRŽNÍ MÍSTA","Praha - Dubeč","parkoviště a veřejné prostranství mezi Špejcharem a DPS Harmonie, parc.č. 998/1, 998/8, 1006/1, k.ú. Dubeč","25","1500",0,"","příležitostně","ovoce, zelenina, balené potraviny, upomínkové předměty, občerstvení (stravovací služby)",0,"","","998/1,998/8,1006/1","Dubeč","633330","Ovoce, Zelenina;Upomínkové předměty;Občerstvení"
55500,"TRŽNÍ MÍSTA","Praha - Dubeč","Sokolovna, veřejné prostranství mezi sokolovnou a základní školou","10","",0,"","celoročně","upomínkové předměty, cukrovinky, textil, obuv",0,"","","","","","Upomínkové předměty;Textil"
55600,"TRŽNÍ MÍSTA","Praha - Klánovice","U trativodu, u vchodu do podchodu ČD, parc.č. 1174/1, k.ú. Klánovice","1","15",0,"","celoročně","občerstvení (stravovací služby), balené potraviny",0,"U trativodu","","1174/1","Klánovice","665444","Občerstvení"
55700,"TRŽNÍ MÍSTA","Praha - Klánovice","V Soudním, u sportovní haly, parc.č. 3/7, k.ú. Klánovice","1","10",0,"stř9.00-18.00","celoročně","maso, uzeniny",0,"V soudním","","3/7","Klánovice","665444",""
55800,"TRŽNÍ MÍSTA","Praha - Kolovraty","Do Kopečka, u zastávky MHD, parc.č. 30/1, k.ú. Lipany","20","50",0,"","celoročně","občerstvení (stravovací služby), potraviny, služby",0,"Do kopečka;U zastávky","","30/1","Lipany","668605","Občerstvení"
55900,"TRŽNÍ MÍSTA","Praha - Kolovraty","Dvůr Atrium parc. č. 409 a 410, k. ú. Kolovraty","20","40",0,"","celoročně","květiny, ovoce, zelenina, upomínkové předměty, tisk, knihy, textil, drogerie, sklo, keramika, porcelán, občerstvení (stravovací služby)",0,"","","409","","","Ovoce, Zelenina;Upomínkové předměty;Občerstvení;Textil;Květiny"
56000,"TRŽNÍ MÍSTA","Praha - Kolovraty","Mírová, před KD,parc. č.  68/1,k. ú. Kolovraty","2","6",0,"","celoročně","květiny, ovoce, zelenina, upomínkové předměty, tisk, knihy, textil, drogerie, sklo, porcelán, občerstvení (stravovací služby)",0,"Mírová","","68/1","","","Ovoce, Zelenina;Upomínkové předměty;Občerstvení;Textil;Květiny"
56100,"TRŽNÍ MÍSTA","Praha - Kolovraty","U kostela, parc. č. 9,k. ú. Kolovraty","3","10",0,"","celoročně","květiny, upomínkové předměty, tisk, knihy",0,"U kostela","","9","","","Upomínkové předměty;Květiny"
56200,"TRŽNÍ MÍSTA","Praha - Kolovraty","V Tehovičkách,  parc. č. 875, k. ú. Kolovraty","3","15",0,"","celoročně","květiny, ovoce, zelenina, upomínkové předměty, tisk, knihy, textil, drogerie, sklo, porcelán, balené potraviny",0,"","","875","","","Ovoce, Zelenina;Upomínkové předměty;Textil;Květiny"
56300,"TRŽNÍ MÍSTA","Praha - Kolovraty","U Jezu, parc.č. 363, 385/1, 386, 387, k.ú. Kolovraty","10","40",0,"","příležitostně","ovoce, zelenina, upomínkové předměty, občerstvení (stravovací služby)",0,"U jezu","","363,385/1,386,387","Kolovraty","668591","Ovoce, Zelenina;Upomínkové předměty;Občerstvení"
56400,"TRŽNÍ MÍSTA","Praha -Královice","K Uhříněvsi, 30 mod č.p.  56","4","30",0,"","příležitostně","textilní galanterie, kožená galanterie, textil, drogistické zboží, obuv, čištění peří",0,"K Uhříněvsi","30","","","","Čištění peří;Textil"
56500,"TRŽNÍ MÍSTA","Praha -Královice","Pod hradem u č.  46","4","30",0,"","příležitostně","textilní galanterie, kožená galanterie, drogistické zboží, obuv, čištění peří",0,"Pod hradem","46","","","","Čištění peří;Textil"
56600,"TRŽNÍ MÍSTA","Praha -Kunratice","K Libuši, část parc. č. 5 a 2, k.ú. Kunratice","31","50",0,"","příležitostně","sezónní prodej ovoce a zeleniny,    čištění peří",0,"K Libuši","","5","Kunratice","728314","Ovoce, Zelenina;Čištění peří"
56700,"TRŽNÍ MÍSTA","Praha -Kunratice","K Libuši, parc. č. 6             a parc.č. 9, k.ú. Kunratice, uzavřený areál hospodářských budov","12","200",0,"","celoročně","květiny, ovoce, zelenina, tisk, upomínkové předměty, drobné dárkové předměty, hračky, parfumerie, pečivo, cukrářské výrobky, zmrzlina, velikonoční a vánoční zboží, občerstvení (stravovací služby)",0,"","","9","Kunratice","728314","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Zmrzlina;Občerstvení;Květiny"
56800,"TRŽNÍ MÍSTA","Praha -Kunratice","K Libuši, parc. č. 2382, k.ú. Kunratice","1","4",0,"po-ne6.00-19.00","celoročně","sezónní prodej ovoce a zeleniny",0,"K Libuši","","2382","Kunratice","728314","Ovoce, Zelenina"
56900,"TRŽNÍ MÍSTA","Praha -Kunratice","K Libuši, parc.č. 366/33, 366/34, k.ú. Kunratice","1","10",0,"po-ne6.00-19.00","příležitostně1.4.-31.10.","zmrzlina",0,"K Libuši","","366/33,366/34","Kunratice","728314","Zmrzlina"
57000,"TRŽNÍ MÍSTA","Praha -Kunratice","Kunratická spojka, parc.č. 1421/18, k.ú. Šeberov, pravá strana pozemní komunikace směr z Jižního Města na Libuš","1","2",0,"6.00-19.00","příležitostně1.5.-31.7.","sezónní prodej ovoce a zeleniny",0,"Kunratická spojka","","1421/18","Libuš","728390","Ovoce, Zelenina"
57100,"TRŽNÍ MÍSTA","Praha -Kunratice","K Zeleným domkům,u parc. č. 719,k. ú. Kunratice","1","12",0,"po-pá6.00-18.00so6.00-11.00","celoročně","tisk, tabák",0,"K Zeleným domkům","","719","","","Tabák"
57200,"TRŽNÍ MÍSTA","Praha -Kunratice","K Zeleným domkům, parc. č. 2410/2, k.ú. Kunratice","31","80",0,"po-pá6.00-18.00so6.00-11.00","příležitostně","sezónní prodej ovoce a zeleniny",0,"","","2410/2","Kunratice","728314","Ovoce, Zelenina"
57300,"TRŽNÍ MÍSTA","Praha -Kunratice","Vídeňská, parc. č. 2414, k. ú. Kunratice","1","40",0,"","příležitostně","sezónní prodej ovoce a zeleniny",0,"Vídeňská","","2414","","","Ovoce, Zelenina"
57400,"TRŽNÍ MÍSTA","Praha - Libuš","Libušská  u č. 115/400, parc.č. 911/1, k.ú. Písnice","20","2867",0,"po-ne9.00-20.00","příležitostně","ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže, balené potraviny, pečivo, cukrovinky, potraviny živočišného původu, med, medovina, dárkové předměty, řemeslné výrobky, textilní zboží, drogerie, papírnictví, hračky, velikonoční, vánoční a dušičkové zboží, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Libušská","115/400","911/1","Písnice","720984","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Občerstvení;Alkohol;Textil;Květiny"
57500,"TRŽNÍ MÍSTA","Praha - Libuš","Libušská  u č. 64/317, parc.č. 290/1, k.ú. Písnice (mimo travnaté plochy)","10","460",0,"po-ne9.00-20.00","příležitostně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Libušská","64/317","290/1","Písnice","720984","Občerstvení;Alkohol"
57600,"TRŽNÍ MÍSTA","Praha -Nebušice","parkoviště vedle prodejny Albert,  parc. č. 616/2,k. ú. Nebušice,u ulice Nebušická","4","80",0,"po-ne7.00-18.00","celoročně","textil, obuv, drogistické zboží, drobné zboží, ovoce, zelenina, balené potraviny, potřeby pro zvířata, hračky, velikonoční zboží, dušičkové zboží, vánoční zboží, uzenářské výrobky, sýry, koření, pečivo, cukrovinky, balené nápoje",0,"Nebušická","","616/2","","","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Textil"
57700,"TRŽNÍ MÍSTA","Praha -Nebušice","roh ulic Nebušická a K Noskovně,parc. č. 616/4,k. ú. Nebušice, vedle samoobsluhy č.p. 491","1","6",0,"po-pá6.00-18.00so7.00-11.00","celoročně","tisk, tabák, drogerie, květiny a sortiment, který se ke květinám váže",0,"Nebušická","","616/4","","","Tabák;Květiny"
57800,"TRŽNÍ MÍSTA","Praha -Nedvězí","Černokostelecká, odstavný pás, č. parc. 281/3, k.ú. Nedvězí u Říčan","1","30",0,"po-ne6.00-19.00","celoročně","ovoce, zelenina",0,"Černokostelecká","","281/3","Nedvězí u Říčan","702323","Ovoce, Zelenina"
57900,"TRŽNÍ MÍSTA","Praha -Řeporyje","Jeremiášova u č. 7a/1239","5","20",0,"po-ne7.00-21.00","celoročně","upomínkové předměty, výrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)",0,"Jeremiášova","7,/1239","","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58000,"TRŽNÍ MÍSTA","Praha -Řeporyje","Jeremiášova u č. 7/1249","20","5",0,"po-pá7.00-21.00","celoročně","upomínkové předměty, výrobky tradičních řemesel, keramika,  cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)",0,"Jeremiášova","7/1249","","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58100,"TRŽNÍ MÍSTA","Praha -Řeporyje","Nad Náměstím č.p. 10-105","4","30",0,"","příležitostně","upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)",0,"Nad náměstím","10,105","","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58200,"TRŽNÍ MÍSTA","Praha -Řeporyje","Na tržišti,veřejné prostranství","10","300",0,"","příležitostně","upomínkové předměty, výrobky tradičních řemesel, keramika,  cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)",0,"Na tržišti","","","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58300,"TRŽNÍ MÍSTA","Praha -Řeporyje","Řeporyjské náměstí  č.p. 16-126","6","45",0,"","příležitostně","upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)",0,"Řeporyjské náměstí","16,126","","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58400,"TRŽNÍ MÍSTA","Praha -Řeporyje","Smíchovská,  prostranství mezi  č. 1/20 a 3/96,parc. č. 1589, k.ú. Řeporyje","4","30",0,"po-ne6.00-18.00","celoročně","květiny, ovoce, zelenina, sazenice",0,"Smíchovská","1/20,3/96","1589","Řeporyje","745251","Ovoce, Zelenina;Květiny"
58500,"TRŽNÍ MÍSTA","Praha -Řeporyje","park u náměstí parc. č. 866podél č. p. 6 až 47","6","45",0,"","příležitostně","upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)",0,"","","866","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58600,"TRŽNÍ MÍSTA","Praha -Řeporyje","plocha před. parc. č. 865","8","60",0,"","příležitostně","upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby",0,"","","865","","","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení"
58700,"TRŽNÍ MÍSTA","Praha - Slivenec","veřejné parkoviště,parc. č. 6, k.ú.   Slivenec,  centrum obce,u ulice Ke Smíchovu,u kostela","20","100",0,"po-ne 8.00-22.00","příležitostně","masopustní, velikonoční a vánoční zboží,  výrobky lidové tvorby, upomínkové předměty, výrobky tradičních řemesel, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"","","6","Smíchov","729051","Vánoční trhy;Velikonoční trhy;Upomínkové předměty;Občerstvení;Alkohol"
58800,"TRŽNÍ MÍSTA","Praha - Suchdol","Brandejsovo nám. – Kamýcká, pozemekparc. č. 1627/6,k. ú. Suchdol","5","70",0,"7.00-20.00","celoročně","květiny, ovoce, zelenina, vánoční zboží, velikonoční  a dušičkové zboží, pečivo, suché plody, řemeslné výrobky, občerstvení (stravovací služby), mléko, mléčné výrobky",0,"Kamýcká","","1627/6","","","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Občerstvení;Květiny"
58900,"TRŽNÍ MÍSTA","Praha - Suchdol","Suchdolská, u sloupu VO 610327 a domu č.p. 91, parc.č. 2318/1, k.ú. Suchdol (pojízdná prodejna)","1","20",0,"po-ne7.00-20.00","celoročně","maso, uzeniny, pečivo, mléko, mléčné výrobky, cukrářské výrobky, ovoce, zelenina, občerstvení (stravovací služby)",0,"U sloupu;Suchdolská","610327","2318/1","Suchdol","729981","Ovoce, Zelenina;Občerstvení"
59000,"TRŽNÍ MÍSTA","Praha - Šeberov","Šeberov, parc. č. 32/5,    k. ú. Šeberov, levá strana pozemní komunikace směr Šeberov","1","3",0,"8.00-19.00","příležitostně1.4. - 31.7.","sezónní ovoce",0,"Levá","","32/5","","","Ovoce, Zelenina"
59100,"TRŽNÍ MÍSTA","Praha - Šeberov","Šeberov, parc. č. 1421/17, k. ú. Šeberov, levá strana pozemní komunikace směr Libuš, v blízkosti  rybníku Šeberák","1","2",0,"8.00-19.00","příležitostně1.4. - 31.7.","sezónní ovoce",0,"Levá","","1421/17","","","Ovoce, Zelenina"
59200,"TRŽNÍ MÍSTA","Praha - Štěrboholy","Ústřední u č.p. 36","1","10",0,"po-ne6.00-20.00","příležitostně1.5. - 31.10.","ovoce, zelenina",0,"Ústřední","36","","","","Ovoce, Zelenina"
59300,"TRŽNÍ MÍSTA","Praha - Troja","Povltavská, parc.č. 1680/2, k.ú. Troja","1","6",0,"9.00-20.00","příležitostně1.4. - 31.10.","točená zmrzlina",0,"Povltavská","","1680/2","Troja","730190","Zmrzlina"
59400,"TRŽNÍ MÍSTA","Praha - Troja","U přívozu v  Podhoří, pozemek parc. č. 1457,k. ú. Troja","1","20",0,"po-ne8.00-19.00","celoročně","ovoce, zelenina, farmářské výrobky",0,"","","1457","","","Ovoce, Zelenina;Farmářské trhy"
59500,"TRŽNÍ MÍSTA","Praha - Troja","Povltavská   u č. 42/21","1","20",0,"","celoročně","ovoce, zelenina, výpěstky",0,"Povltavská","42/21","","","","Ovoce, Zelenina;Farmářské trhy"
59600,"TRŽNÍ MÍSTA","Praha - Troja","Trojská od křižovatky Pod Havránkou, k budově Trojského zámku,          podél zámecké zdi","3","30",0,"","celoročně","cukrovinky, ovoce, zelenina, upomínkové předměty, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Trojská","","","","","Ovoce, Zelenina;Upomínkové předměty;Alkohol"
59700,"TRŽNÍ MÍSTA","Praha - Velká Chuchle","Strakonická roh Dostihová, parc. č. 1206/1,k. ú. Velká Chuchle","1","4",0,"","příležitostně1.5. - 30. 9.","sezónní ovoce, jahody",0,"Dostihová;Strakonická","","1206/1","","","Ovoce, Zelenina"
59800,"TRŽNÍ MÍSTA","Praha -Vinoř","Bohdanečská u č.p. 94, parc.č. 404/1, k.ú. Vinoř","2","8",0,"","celoročně","ovoce, zelenina, balené potraviny, balená  zmrzlina",0,"Bohdanečská","94","404/1","Vinoř","782378","Ovoce, Zelenina;Zmrzlina"
59900,"TRŽNÍ MÍSTA","Praha -Vinoř","Mladoboleslavská u č.p. 514, na pergole zdravotního střediska","4","30",0,"","celoročně","textil, obuv, kožená galanterie",0,"Mladoboleslavská","514","","","","Textil"
60000,"TRŽNÍ MÍSTA","Praha -Vinoř","Mladoboleslavská u  č.p. 551, prostor před prodejnou NORMA, parc.  č. 1162/10, k.ú. Vinoř","8","30",0,"","celoročně","ovoce, zelenina, textil, obuv, záclony, spotřební zboží, sýry,  hračky, drogerie, kožená galanterie, velikonoční, dušičkové a vánoční zboží",0,"Mladoboleslavská","551","1162/10","Vinoř","782378","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Textil"
60100,"TRŽNÍ MÍSTA","Praha -Vinoř","Mladoboleslavská u  č.p. 551, na parkovišti u prodejny NORMA, parc. č. 1161/1, k.ú. Vinoř","2","8",0,"","celoročně","ovoce, zelenina, spotřební zboží, velikonoční, dušičkové               a vánoční zboží, občerstvení (stravovací služby)",0,"U prodejny;Mladoboleslavská","551","1161/1","Vinoř","782378","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Občerstvení"
60200,"TRŽNÍ MÍSTA","Praha -Vinoř","Vinořské nám. před školou u č.p. 22, parc. č. 10, k.ú. Vinoř","8","30",0,"","celoročně","upomínkové předměty,velikonoční, dušičkové a vánoční zboží, občerstvení (stravovací služby)",0,"Vinořské náměstí","22","10","Vinoř","782378","Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Upomínkové předměty;Občerstvení"
60300,"TRŽNÍ MÍSTA","Praha - Zbraslav","Elišky Přemyslovny, před SM Albert, parc. č. 2909/15,k. ú. Zbraslav","1","18",0,"","celoročně","zelenina",0,"","","2909/15","","","Ovoce, Zelenina"
60400,"TRŽNÍ MÍSTA","Praha - Zbraslav","Elišky Přemyslovny,u parkoviště k SM Albert, vpravo proti vchodu do SM Albert, parc. č. 2909/15, k. ú. Zbraslav","1","18",0,"","celoročně","zelenina",0,"Elišky Přemyslovny","","2909/15","","","Ovoce, Zelenina"
60500,"TRŽNÍ MÍSTA","Praha - Zbraslav","Nad Kamínkou,parc. č. 1314/78,k. ú. Zbraslav","1","20",0,"","celoročně","sezónní ovoce a zelenina, pečivo, balené potraviny",0,"Nad Kamínkou","","1314/78","","","Ovoce, Zelenina"
60600,"TRŽNÍ MÍSTA","Praha - Zbraslav","Paškova, parc. č. 1292/2, k. ú. Zbraslav","1","25",0,"po-so8.00-18.00","celoročně","zelenina",0,"Paškova","","1292/2","","","Ovoce, Zelenina"
60700,"TRŽNÍ MÍSTA","Praha - Zbraslav","Paškova, parc. č. 1292/2 k. ú. Zbraslav","1","23",0,"po-so8.00-17.00","celoročně","tisk, tabák",0,"Paškova","","1292/2","","","Tabák"
60800,"TRŽNÍ MÍSTA","Praha - Zbraslav","Paškova, parc. č. 1292/2, k. ú. Zbraslav","1","22",0,"po-so8.00-18.00","celoročně","pečivo, balené potraviny",0,"Paškova","","1292/2","","",""
60900,"TRŽNÍ MÍSTA","Praha - Zbraslav","Závist u č.p. 1167, parc.č. 3144, 3184/2, k.ú. Zbraslav","2","35",0,"po-ne","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., točená a balená zmrzlina, cukrovinky, ovoce, zelenina, drobné opravy jízdních kol a doplňkový prodej ke kolům a kolečkovým bruslím",0,"Závist","1167","3144,3184/2","Zbraslav","791733","Ovoce, Zelenina;Zmrzlina;Občerstvení;Alkohol"
61000,"TRŽNÍ MÍSTA","Praha - Zbraslav","Závist, parc.č. 3152/2, 3152/3, k.ú. Zbraslav","1","16",0,"po-ne9.00-21.00","příležitostně1.3.-30.11.","občerstvení (stravovací služby), balená zmrzlina, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Závist","","3152/2,3152/3","Zbraslav","791733","Zmrzlina;Občerstvení;Alkohol"
61100,"TRŽNÍ MÍSTA","Praha - Zbraslav","Zbraslavské nám.,parc. č. 39, k. ú. Zbraslav","2","36",0,"","příležitostně","upomínkové předměty, cukrovinky, balené rybí výrobky, textil, obuv, drogerie, kožená galanterie, ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže,  výtvarnické výrobky, velikonoční zboží, dušičkové zboží, vánoční zboží, košíkářské a proutěné zboží, ekologické zemědělské výpěstky, sadba, bylinky, řemeslné výrobky, včelí produkty, potraviny živočišného původu, pečivo",0,"Zbraslavské náměstí","","39","","","Ovoce, Zelenina;Farmářské trhy;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Upomínkové předměty;Textil;Květiny"
61200,"TRŽNÍ MÍSTA","Praha - Zbraslav","Zbraslavské nám.,parc. č. 34, k. ú. Zbraslav","15","600",0,"","příležitostně","upomínkové předměty, cukrovinky, balené rybí výrobky, textil, obuv, drogerie, kožená galanterie, ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže,  výtvarnické výrobky, velikonoční zboží, dušičkové zboží, vánoční zboží, košíkářské a proutěné zboží, ekologické zemědělské výpěstky, sadba, bylinky, řemeslné výrobky, včelí produkty, potraviny živočišného původu, pečivo",0,"Zbraslavské náměstí","","34","","","Ovoce, Zelenina;Farmářské trhy;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Upomínkové předměty;Textil;Květiny"
61300,"TRŽNÍ MÍSTA","Praha - Zbraslav","Zbraslav, parc.č. 217/6 a 217/9, k.ú. Lahovice","1","8",0,"8.00-22.00","příležitostně1.3.-30.11","občerstvení (stravovací služby)",0,"","","217/6","Lahovice","729248","Občerstvení"
61400,"TRŽNÍ MÍSTA","Praha - Zličín","OC Metropole, před každým vchodem a na části parkoviště, parc.č. 317/103, 317/158, 317/156 a  317/1, k.ú. Třebonice","10","200",0,"9.00-21.00","celoročně","ovoce, zelenina, lesní plody, upomínkové předměty, dárkové předměty, dekorace, nábytek, velikonoční zboží, dušičkové zboží, vánoční zboží,  cukrovinky, balené potraviny, včelí produkty, potraviny živočišného původu, pekárenské zboží, čaje, koření, květiny a doplňkový sortiment, který se ke květinám váže, košíkářské a proutěné zboží, řemeslné výrobky, reklamní prodejní akce,  občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., zmrzlina",0,"","","317/103,317/158,317/156","Třebonice","770353","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Upomínkové předměty;Zmrzlina;Občerstvení;Alkohol;Květiny"
61500,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín před hasičskou zbrojnicí spolu s přilehlou zelení, parc. č. 444/2, 785, 752/3, 751 a 449/1,k. ú. Zličín","30","240",0,"","příležitostně","keramika, květiny, včelí produkty, upomínkové předměty, cukrovinky",0,"","","444/2,785,752/3,751","","","Upomínkové předměty;Květiny"
61600,"TRŽNÍ MÍSTA","Praha - Zličín","Sobín, hřiště a zeleň, parc. č. 121, 118,  247, 236 a 152, k. ú. Sobín","30","240",0,"","příležitostně","keramika, květiny, včelí produkty, upomínkové předměty, cukrovinky",0,"","","121,118,247,236","","","Upomínkové předměty;Květiny"
61700,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, stanice metra B, vestibul","1","2",0,"","celoročně","cukrovinky, dárkové předměty",0,"","","","","",""
61800,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, před tržnicí u st. metra B Zličín, parc. č. 472/173,k. ú. Třebonice","1","8",0,"po-so6.00-23.00","celoročně","balené potraviny, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"","","472/173","","","Občerstvení;Alkohol"
61900,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, před tržnicí u st. metra B Zličín, parc. č. 546/6,k. ú. Třebonice","1","20",0,"po-pá7.00-21.00so-ne11.00-21.00","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,  balené potraviny, cukrovinky, balená zmrzlina, potraviny živočišného původu, pečivo, sýry",0,"","","546/6","","","Zmrzlina;Občerstvení;Alkohol"
62000,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, naproti vchodu       do metra, parc. č. 320/15, k. ú. Třebonice","1","7",0,"po-pá6.00-20.00so-ne7.00-15.00","celoročně","pekárenské zboží,  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"","","320/15","","","Alkohol"
62100,"TRŽNÍ MÍSTA","Praha - Zličín","před vchodem do hypermarketu GLOBUS, parc. č. 323/2,k. ú. Třebonice","10","800",0,"","celoročně14 dní před Velikonoce-mi10 dní před dušičkami  1.12.- 24.12.","dárkové předměty, balená zmrzlina, ovoce, zelenina,  reklamní prodejní akce, zboží sortimentu zahrada, hobby a campingvelikonoční zboží dušičkové zbožívánoční zboží",0,"","","323/2","","","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Zmrzlina"
62200,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, u stanice metra B Zličín, vedle větrací šachty směrem k OC Metropole, parc. č. 319/1,k. ú. Třebonice","1","6",0,"po-pá7.00-19.00so-ne10.00-19.00","celoročně","květiny a sortiment, který se ke květinám váže, dárkové předměty",0,"","","319/1","","","Květiny"
62300,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, u stanice metra B Zličín, vedle podchodu     do OC Metropole, parc. č. 319/1, k. ú. Třebonice","1","8",0,"po-ne8.00-20.00","celoročně","bezlepkové uzeniny, sýry, ovoce, zelenina, včelí produkty, čaje, koření, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"","","319/1","","","Ovoce, Zelenina;Alkohol"
62400,"TRŽNÍ MÍSTA","Praha - Zličín","Zličín, při ulici Na Radosti, parc. č. 869/5, k. ú. Zličín","1","6",0,"","příležitostně1.3.- 31.10.","ovoce, zelenina, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Na Radosti","","869/5","","","Ovoce, Zelenina;Alkohol"
